GENEID	CHROMOSOME	START	END	STRAND	BAND	SYMBOL	ENTREZID	REFSEQID
ENSG00000236371	X	120111460	120119642	-1	q24	CT47A1	728096,728075,100507170,255313,728042,728036,728049,653282,728090,728082,728072,728062	NM_001080146
ENSG00000224393	HSCHR6_MHC_DBB	31668544	31676660	1	null	null	80739	null
ENSG00000115252	2	183004763	183387919	-1	q32.1	PDE1A	5136	NM_005019,NM_001003683
ENSG00000128563	7	102004319	102067123	1	q22.1	PRKRIP1	79706	NM_024653
ENSG00000128564	7	100805790	100808874	-1	q22.1	VGF	7425	NM_003378
ENSG00000248354	21	45548223	45563243	1	q22.3	null	null	null
ENSG00000103274	16	10837678	10863208	1	p13.13	NUBP1	4682	NM_002484
ENSG00000224399	HSCHR6_MHC_MCF	33338586	33342580	1	null	null	7922	null
ENSG00000128567	7	131185021	131242976	-1	q32.3	PODXL	5420	NM_001018111,NM_005397
ENSG00000224395	HSCHR6_MHC_MANN	29424528	29431676	1	null	null	26716	null
ENSG00000115257	19	1481427	1490407	-1	p13.3	PCSK4	54760	NM_017573
ENSG00000115255	19	1491023	1497926	1	p13.3	REEP6	92840	NM_138393
ENSG00000130881	19	33685166	33699765	1	q13.11	LRP3	4037	NM_002333
ENSG00000250673	4	147145709	147150208	1	q31.22	null	null	null
ENSG00000103275	16	1359164	1377019	1	p13.3	UBE2I	7329	NM_194260,NM_194261,NM_194259,NM_003345
ENSG00000116586	1	156024543	156028301	1	q22	LAMTOR2	28956	NM_014017,NM_001145264
ENSG00000142864	1	67873493	67896098	-1	p31.3	SERBP1	26135	NM_001018067,NM_001018068,NM_001018069,NM_015640
ENSG00000154845	18	9546789	9614567	-1	p11.22	PPP4R1	9989	NM_005134,NM_001042388
ENSG00000178804	3	129262057	129270310	1	q22.1	H1FOO	132243	NM_153833
ENSG00000142867	1	85731931	85743771	-1	p22.3	BCL10	8915	NM_003921
ENSG00000006118	11	60691935	60704631	1	q12.2	TMEM132A	54972	NM_017870,NM_178031
ENSG00000166828	16	23194036	23228204	1	p12.2	SCNN1G	6340	NM_001039
ENSG00000178802	15	75182363	75191798	1	q24.1	MPI	4351	NM_002435
ENSG00000178809	7	75024337	75040279	1	q11.23	TRIM73	375593	NM_198924
ENSG00000116584	1	155916645	155966129	-1	q22	ARHGEF2	9181	NM_001162383,NM_001162384,NM_004723
ENSG00000166822	16	75476952	75498584	-1	q23.1	TMEM170A	124491	NM_145254
ENSG00000166823	15	90291892	90294541	-1	q26.1	MESP1	55897	NM_018670
ENSG00000224398	HSCHR6_MHC_MCF	31709296	31717606	1	null	null	1460	null
ENSG00000166825	15	90328120	90358094	-1	q26.1	ANPEP	290	NM_001150
ENSG00000006116	16	24266874	24374122	1	p12.1	CACNG3	10368	NM_006539
ENSG00000139218	12	46315192	46385903	-1	q12	SCAF11	9169	NM_004719
ENSG00000178803	22	24825178	24891042	-1	q11.23	C22orf45	null	NR_028484
ENSG00000127241	3	186935942	187009810	-1	q27.3	MASP1	5648	NR_033519,NM_001879,NM_001031849,NM_139125
ENSG00000115263	2	162999392	163008914	-1	q24.2	GCG	2641	NM_002054
ENSG00000166821	15	90224762	90234013	-1	q26.1	PEX11A	8800	NM_003847
ENSG00000139220	12	81652880	82152209	-1	q21.31	PPFIA2	8499	NM_003625
ENSG00000115266	19	1450148	1473243	1	p13.3	APC2	10297	NM_005883
ENSG00000006125	17	33914282	34053434	1	q12	AP2B1	163	NM_001030006,NM_001282
ENSG00000115268	19	1438363	1440492	1	p13.3	RPS15	6209	NM_001018
ENSG00000128578	7	129074274	129128240	1	q32.1	FAM40B	57464	NM_020704,NM_001134336
ENSG00000006128	7	97361220	97369784	1	q21.3	TAC1	6863	NM_003182,NM_013996,NM_013997,NM_013998
ENSG00000006114	17	35874900	35969488	-1	q12	SYNRG	11276	NM_001163544,NM_001163545,NM_198882,NM_080550,NM_001163547,NM_007247
ENSG00000142871	1	86046444	86049645	1	p22.3	CYR61	3491	NM_001554
ENSG00000250683	9	79002315	79009108	-1	q21.13	null	55312	NM_018339
ENSG00000166831	15	65032097	65067770	-1	q22.31	RBPMS2	348093	NM_194272
ENSG00000141543	17	78109013	78120982	-1	q25.3	EIF4A3	9775	NM_014740
ENSG00000142875	1	84543745	84704181	1	p31.1	PRKACB	5567	NM_182948,NM_002731,NM_207578
ENSG00000141542	17	80614944	80656598	-1	q25.3	RAB40B	10966	NM_006822
ENSG00000250685	16	84226164	84230659	-1	q24.1	null	null	null
ENSG00000154856	18	10454625	10488698	1	p11.22	APCDD1	147495	NM_153000
ENSG00000165506	14	50091892	50101948	-1	q21.3	C14orf104	55172	NM_018139,NM_001083908
ENSG00000165507	10	45466429	45474258	-1	q11.21	C10orf10	11067	NM_007021
ENSG00000166839	15	65204101	65251042	1	q22.31	ANKDD1A	348094	NM_182703
ENSG00000165509	X	140926102	140985618	1	q27.2	MAGEC3	139081	NM_138702,NM_177456
ENSG00000178814	8	145106167	145115606	-1	q24.3	OPLAH	26873	NM_017570
ENSG00000165501	14	50065415	50081390	1	q21.3	LRR1	122769	NM_203467,NR_037793,NM_152329,NR_037792
ENSG00000165502	14	50085407	50087361	-1	q21.3	RPL36AL	6166	NM_001001
ENSG00000139211	12	47469490	47473734	-1	q13.11	AMIGO2	347902	NM_001143668,NM_181847
ENSG00000115267	2	163123589	163175213	-1	q24.2	IFIH1	64135	NM_022168
ENSG00000020426	14	61201459	61436671	1	q23.1	MNAT1	4331	NM_002431,NM_001177963
ENSG00000248369	4	133356957	133368390	-1	q28.3	null	null	null
ENSG00000127249	3	193119866	193310900	-1	q29	ATP13A4	84239	NM_032279
ENSG00000128581	7	100956975	100965104	-1	q22.1	RABL5	64792	NM_001130820,NM_001130821,NM_001130822,NM_022777
ENSG00000248372	17	80479942	80481856	-1	q25.3	null	null	null
ENSG00000127252	3	192958914	192995527	1	q29	HRASLS	57110	NM_020386
ENSG00000115271	2	163175350	163228105	1	q24.2	GCA	25801	NM_012198
ENSG00000128585	7	130794855	131181395	1	q32.3	MKLN1	4289	NM_013255,NM_001145354
ENSG00000236396	18	11609712	11610687	1	p11.21	AMAC1L1	null	null
ENSG00000235067	HSCHR6_MHC_DBB	30678239	30683464	1	null	null	203068	null
ENSG00000236399	HSCHR6_MHC_MCF	30182385	30195005	1	null	null	null	null
ENSG00000235068	HSCHR6_MHC_MCF	31210640	31217015	-1	null	null	5460	null
ENSG00000236398	7	142880512	142881528	1	q34	TAS2R39	259285	NM_176881
ENSG00000139233	12	66516842	66524548	-1	q14.3	LLPH	84298,646644,100506562	NM_032338
ENSG00000141551	17	80202246	80231576	-1	q25.3	CSNK1D	1453	NM_001893,NM_139062
ENSG00000141552	17	79849599	79858363	1	q25.3	ANAPC11	51529	NM_001002244,NM_001002245,NM_001002246,NM_001002247,NM_001002248,NM_001002249,NM_016476
ENSG00000178821	1	1849029	1850712	-1	p36.33	TMEM52	339456	NM_178545
ENSG00000165511	10	45493146	45496336	-1	q11.21	C10orf25	220979	NM_001039380
ENSG00000021762	11	3108346	3187969	-1	p15.4	OSBPL5	114879	NM_145638,NM_001144063,NM_020896
ENSG00000141556	17	80709940	80914691	1	q25.3	TBCD	6904	NM_005993
ENSG00000250699	11	117187078	117198754	-1	q23.3	null	null	null
ENSG00000166847	16	23652713	23681195	1	p12.2	DCTN5	84516	NR_037573,NM_032486,NM_001199743
ENSG00000178826	7	142977050	142985141	1	q34	TMEM139	135932	NM_153345
ENSG00000154864	18	10670238	11148761	-1	p11.21	FAM38B	63895	NM_022068
ENSG00000165516	14	50234326	50249909	1	q21.3	KLHDC2	23588	NM_014315
ENSG00000153531	13	114076260	114107839	-1	q34	ADPRHL1	113622	NM_138430,NM_199162
ENSG00000057704	12	94960896	95044324	-1	q22	TMCC3	57458	NM_020698
ENSG00000165512	10	45495923	45500774	1	q11.21	ZNF22	7570	NM_006963
ENSG00000152207	13	49280951	49283498	1	q14.2	CYSLTR2	57105	NM_020377
ENSG00000166845	18	51884955	51908404	1	q21.2	C18orf54	162681	NM_173529
ENSG00000139223	12	48866448	48866843	1	q13.11	ANP32D	23519	NM_012404
ENSG00000166833	11	19372271	20143144	1	p15.1	NAV2	89797,730427	NM_001111019,NM_182964,NM_145117,NM_001111018
ENSG00000166848	16	75681635	75691338	1	q23.1	TERF2IP	54386	NM_018975
ENSG00000128591	7	128470431	128499328	1	q32.1	FLNC	2318	NM_001458,NM_001127487
ENSG00000115275	2	74688184	74692537	-1	p13.1	MOGS	7841	NM_001146158,NM_006302
ENSG00000248383	5	140306302	140391929	1	q31.3	PCDHAC1	56135	NM_018898,NM_031882
ENSG00000128594	7	127667124	127672160	-1	q32.1	LRRC4	64101	NM_022143
ENSG00000248385	19	54573201	54584634	-1	q13.42	TARM1	441864	NM_001135686
ENSG00000115286	19	1383526	1395587	1	p13.3	NDUFS7	374291	NM_024407
ENSG00000128596	7	128430811	128462186	1	q32.1	CCDC136	64753	NM_001201372,NM_022742
ENSG00000128595	7	128379346	128411861	1	q32.1	CALU	813	NM_001199671,NM_001219,NM_001199672,NM_001199673,NM_001199674,NM_001130674
ENSG00000115274	2	74682150	74688011	1	p13.1	INO80B	83444	NM_031288,NR_037849
ENSG00000115289	2	74732170	74735707	-1	p13.1	PCGF1	84759	NM_032673
ENSG00000141560	17	80674582	80685892	1	q25.3	FN3KRP	79672	NM_024619
ENSG00000142892	1	77554675	77685115	-1	p31.1	PIGK	10026	NM_005482
ENSG00000141562	17	80416060	80446141	1	q25.3	NARF	26502	NM_001038618,NM_001083608,NM_031968,NM_012336
ENSG00000166851	16	23690143	23701688	1	p12.2	PLK1	5347	NM_005030
ENSG00000141564	17	78518619	78940173	1	q25.3	RPTOR	57521	NM_020761,NM_001163034
ENSG00000115282	2	74710200	74722013	1	p13.1	TTC31	64427	NR_027749,NM_022492
ENSG00000021776	15	35147750	35261995	-1	q14	AQR	9716	NM_014691
ENSG00000166855	15	65440557	65477762	-1	q22.31	CLPX	10845	NM_006660
ENSG00000165526	11	126071993	126081587	-1	q24.2	RPUSD4	84881	NM_032795,NM_001144827
ENSG00000141569	17	73885041	73893084	-1	q25.1	TRIM65	201292	NM_173547
ENSG00000166856	12	57388230	57390468	1	q13.3	GPR182	11318	NM_007264
ENSG00000141568	17	80477589	80562483	1	q25.3	FOXK2	3607	NM_004514
ENSG00000152214	18	40323192	40695657	-1	q12.3	RIT2	6014	NM_002930
ENSG00000177504	X	8137989	8139308	-1	p22.31	VCX2	51480	NM_016378
ENSG00000177508	16	54317216	54320378	-1	q12.2	IRX3	79191	NM_024336
ENSG00000152217	18	42260138	42648475	1	q12.3	SETBP1	26040	NM_001130110,NM_015559
ENSG00000128590	7	108210012	108215294	1	q31.1	DNAJB9	4189	NM_012328
ENSG00000165525	14	50249997	50319539	-1	q21.3	NEMF	9147	NM_004713
ENSG00000165521	14	89081174	89259096	-1	q31.3	EML5	161436	NM_183387
ENSG00000115290	2	165349322	165478358	-1	q24.3	GRB14	2888	NM_004490
ENSG00000152213	13	50202435	50208008	1	q14.2	ARL11	115761	NM_138450
ENSG00000152219	11	30344598	30359774	1	p14.1	C11orf46	120534	NM_152316
ENSG00000115295	2	29320560	29412509	1	p23.2	CLIP4	79745	NM_024692
ENSG00000166840	11	58672871	58811000	1	q12.1	GLYATL1	92292	NM_080661
ENSG00000115297	2	74740590	74744769	1	p13.1	TLX2	3196	NM_016170
ENSG00000141540	17	72209653	72258155	1	q25.1	TTYH2	94015	NM_032646,NM_052869
ENSG00000165527	14	50359810	50361490	1	q21.3	ARF6	382	NM_001663
ENSG00000141570	17	77765931	77775482	-1	q25.3	CBX8	57332	NM_020649
ENSG00000166860	12	57392618	57400230	-1	q13.3	ZBTB39	9880	NM_014830
ENSG00000153551	3	32433163	32524559	1	p22.3	CMTM7	112616	NM_138410,NM_181472
ENSG00000166862	22	36959968	37099603	-1	q12.3	CACNG2	10369	NM_006078
ENSG00000141574	17	80278900	80291921	-1	q25.3	SECTM1	6398	NM_003004
ENSG00000166863	12	57403784	57422667	-1	q13.3	TAC3	6866	NR_033654,NM_013251,NM_001178054
ENSG00000069702	1	92145902	92371892	-1	p22.1	TGFBR3	7049	NM_003243,NM_001195683,NM_001195684,NR_036634
ENSG00000141577	17	79163393	79196799	-1	q25.3	AZI1	22994	NM_001009811,NM_014984
ENSG00000166866	12	57422301	57444982	-1	q13.3	MYO1A	4640	NM_005379
ENSG00000141576	17	74138534	74236390	-1	q25.1	RNF157	114804	NM_052916
ENSG00000141579	17	80787311	80797931	-1	q25.3	ZNF750	79755	NM_024702
ENSG00000166869	16	23765948	23770272	1	p12.2	null	63928	NM_022097
ENSG00000154889	18	11883470	11908779	-1	p11.21	MPPE1	65258	NM_023075
ENSG00000164209	5	110073837	110100857	1	q22.1	SLC25A46	91137	NM_138773
ENSG00000152229	18	43563502	43652238	-1	q21.1	PSTPIP2	9050	NM_024430
ENSG00000165533	14	89290497	89344334	1	q31.3	TTC8	123016	NM_144596,NM_198310,NM_198309
ENSG00000128573	7	113726382	114333827	1	q31.1	FOXP2	93986	NM_014491,NM_148898,NM_148899,NM_001172766,NM_001172767,NM_148900
ENSG00000153558	3	33318517	33445154	1	p22.3	FBXL2	25827	NM_012157,NM_001171713
ENSG00000152223	18	43427574	43547240	-1	q21.1	KIAA1632	57724	NM_020964
ENSG00000177519	2	154333852	154335322	-1	q23.3	RPRM	56475	NM_019845
ENSG00000139263	12	59265937	59314262	-1	q14.1	LRIG3	121227	NM_001136051,NM_153377
ENSG00000177511	18	55019721	55036162	1	q21.31	ST8SIA3	51046	NM_015879
ENSG00000152208	4	93225550	94695707	1	q22.1	GRID2	2895	NM_001510
ENSG00000247077	12	133287405	133299228	1	q24.33	PGAM5	192111	NM_001170543,NM_001170544,NM_138575
ENSG00000235098	1	1353800	1357149	-1	p36.33	null	441869	NM_001145210,NR_026871
ENSG00000139269	12	57849096	57851789	1	q13.3	INHBE	83729	NM_031479
ENSG00000141580	17	80572438	80606411	-1	q25.3	WDR45L	56270	NM_019613
ENSG00000153560	3	33429828	33482863	-1	p22.3	UBP1	7342	NM_014517,NM_001128160,NM_001128161
ENSG00000141582	17	77806955	77813228	-1	q25.3	CBX4	8535	NM_003655
ENSG00000153561	2	86947296	87005164	1	p11.2	RMND5A	64795	NM_022780
ENSG00000178852	17	45331208	45518678	1	q21.32	C17orf57,ITGB3	3690,124989	NM_152347,NM_000212,NM_001195192
ENSG00000140254	15	45409569	45422057	-1	q21.1	DUOXA1	90527	NM_144565
ENSG00000069712	1	92632542	92650280	1	p22.1	KIAA1107	23285	NM_015237
ENSG00000032444	19	7599038	7626653	1	p13.2	PNPLA6	10908	NM_001166111,NM_001166112,NM_006702,NM_001166114,NM_001166113
ENSG00000154898	17	20224477	20305504	1	p11.2	CCDC144C	null	null
ENSG00000152234	18	43664110	43684300	-1	q21.1	ATP5A1	498	NM_001001937,NM_004046
ENSG00000140259	15	44096690	44117000	-1	q15.3	MFAP1	4236	NM_005926
ENSG00000139266	12	58148900	58153689	1	q14.1	MARCH9	92979	NM_138396
ENSG00000164219	5	114546527	114598569	-1	q22.3	PGGT1B	5229	NM_005023
ENSG00000165548	14	77648102	77725838	1	q24.3	TMEM63C	57156	NM_020431
ENSG00000153563	2	87011729	87035519	-1	p11.2	CD8A	925	NM_001768,NM_171827,NM_001145873
ENSG00000139219	12	48366748	48398269	-1	q13.11	COL2A1	1280	NM_033150,NM_001844
ENSG00000164211	5	110831731	110848288	-1	q22.1	STARD4	134429	NM_139164
ENSG00000178828	1	20140523	20141771	-1	p36.13	RNF186	54546	NM_019062
ENSG00000019485	11	45115564	45247734	1	p11.2	PRDM11	56981	NM_020229
ENSG00000139278	12	75874513	75895715	1	q21.2	GLIPR1	11010	NM_006851
ENSG00000166881	12	57449429	57472574	-1	q13.3	TMEM194A	23306	NM_015257,NM_001130963
ENSG00000140262	15	57210323	57582051	1	q21.3	TCF12	6938	NM_207036,NM_207037,NM_207038,NM_003205,NM_207040
ENSG00000164220	5	75911328	75919259	-1	q13.3	F2RL2	2151	NM_004101
ENSG00000164221	5	114602885	114632528	-1	q22.3	CCDC112	153733	NM_152549,NM_001040440
ENSG00000140265	15	43650370	43662258	-1	q15.3	ZSCAN29	146050	NM_152455
ENSG00000166886	12	57482677	57489258	1	q13.3	NAB2	4665	NM_005967
ENSG00000177535	1	247614255	247615308	-1	q44	OR2B11	127623	NM_001004492
ENSG00000166887	15	42450899	42500514	-1	q15.1	VPS39	23339	NM_015289
ENSG00000166888	12	57489195	57505196	-1	q13.3	STAT6	6778	NM_001178078,NM_001178079,NM_001178081,NM_003153,NR_033659,NM_001178080
ENSG00000165556	13	28536278	28543505	-1	q12.2	CDX2	1045	NM_001265
ENSG00000178860	8	72753784	72756703	-1	q13.3	MSC	9242	NM_005098
ENSG00000176209	8	42396298	42408151	1	p11.21	C8orf40	114926	NM_001135674,NM_001135675,NM_001135676,NM_138436
ENSG00000140263	15	45315305	45367043	1	q21.1	SORD	6652	NM_003104
ENSG00000140264	15	44069285	44094787	1	q15.3	SERF2	10169	NM_001199877,NM_001199878,NR_037672,NM_001018108,NM_001199876,NM_001199875,NR_031695
ENSG00000153575	15	22833395	22873892	1	q11.2	TUBGCP5	114791	NM_001102610,NM_052903
ENSG00000152240	18	43684298	43708299	1	q21.1	HAUS1	115106	NM_138443
ENSG00000176204	2	76974845	77820445	-1	p12	LRRTM4	80059	NM_024993,NM_001134745
ENSG00000152242	18	43753988	43846954	1	q21.1	C18orf25	147339	NM_001008239,NM_145055
ENSG00000165553	14	77731834	77737655	-1	q24.3	NGB	58157	NM_021257,NR_031661
ENSG00000165555	14	77860367	77889379	-1	q24.3	C14orf148	122945	NM_001113475,NM_138791
ENSG00000070718	8	42010464	42029191	1	p11.21	AP3M2	10947	NM_006803,NM_001134296
ENSG00000176200	11	59271049	59271984	1	q12.1	OR4D11	219986	NM_001004706
ENSG00000153574	2	88991162	89050445	1	p11.2	RPIA	22934	NM_144563
ENSG00000247097	14	92040510	92040956	-1	q32.12	C14orf184	650662	NM_001080113
ENSG00000139287	12	72332626	72426221	1	q21.1	TPH2	121278	NM_173353
ENSG00000139289	12	76419227	76425556	-1	q21.2	PHLDA1	22822	NM_007350
ENSG00000166889	11	59404189	59436471	-1	q12.1	PATL1	219988	NM_152716
ENSG00000166884	11	59224411	59225464	1	q12.1	OR4D6	219983	NM_001004708
ENSG00000177542	11	790475	798316	-1	p15.5	SLC25A22	79751	NM_001191060,NM_001191061,NM_024698
ENSG00000152253	2	169690642	169769881	-1	q31.1	SPC25	57405	NM_020675
ENSG00000166896	12	58335445	58351051	1	q14.1	XRCC6BP1	91419	NM_033276
ENSG00000165566	13	25735822	25746426	-1	q12.13	FAM123A	219287	NM_152704,NM_199138
ENSG00000044446	X	18910418	19002716	-1	p22.13	PHKA2	5256	NM_000292
ENSG00000057757	1	24104895	24114722	1	p36.11	PITHD1	57095	NM_020362
ENSG00000177548	16	28915743	28937073	-1	p11.2	RABEP2	79874	NM_024816
ENSG00000152254	2	169757750	169766505	1	q31.1	G6PC2	57818	NM_021176,NM_001081686
ENSG00000176219	14	20691869	20692861	1	q11.2	OR11H6	122748	NM_001004480
ENSG00000152256	2	173420101	173489823	1	q31.1	PDK1	5163	NM_002610
ENSG00000068400	X	48830134	48858675	-1	p11.23	GRIPAP1	56850	NM_207672,NM_020137
ENSG00000178878	12	12878865	12944400	1	p13.1	APOLD1	81575	NM_030817,NM_001130415
ENSG00000082701	3	119540170	119813264	-1	q13.33	GSK3B	2932	NM_001146156,NM_002093
ENSG00000166897	22	37764000	37823505	-1	q13.1	ELFN2	114794	NM_052906
ENSG00000164236	5	10564442	10650308	1	p15.2	ANKRD33B	651746	NM_001164440
ENSG00000140274	15	45406519	45410619	1	q21.1	DUOXA2	405753	NM_207581
ENSG00000139291	12	72079878	72097840	1	q21.1	TMEM19	55266	NM_018279
ENSG00000139292	12	71833550	71978622	1	q21.1	LGR5	8549	NM_003667
ENSG00000070729	16	57917847	58005020	-1	q21	CNGB1	1258	NM_001135639,NM_001297
ENSG00000140279	15	45384848	45406537	-1	q21.1	DUOX2	50506	NM_014080
ENSG00000006194	16	3313800	3341460	1	p13.3	ZNF263	10127	NM_005741
ENSG00000165568	10	4828820	4890254	1	p15.1	AKR1E2	83592	NM_001040177
ENSG00000140280	15	52015208	52043650	-1	q21.2	LYSMD2	256586	NM_001143917,NM_153374
ENSG00000177551	1	116378998	116386538	-1	p13.1	NHLH2	4808	NM_005599,NM_001111061
ENSG00000165572	13	41701705	41706882	-1	q14.11	KBTBD6	89890	NM_152903
ENSG00000176222	19	44376519	44384291	-1	q13.31	ZNF404	342908	NM_001033719
ENSG00000140285	15	49715375	49780972	1	q21.2	FGF7	2252	NM_002009
ENSG00000152266	11	13513602	13517728	-1	p15.2	PTH	5741	NM_000315
ENSG00000140287	15	50534144	50558223	-1	q21.2	HDC	3067	NM_002112
ENSG00000152268	11	13983914	14289646	1	p15.2	SPON1	10418	NM_006108
ENSG00000177558	19	35715703	35719632	-1	q13.12	FAM187B	148109	NM_152481
ENSG00000044459	9	17134980	17503921	1	p22.2	CNTLN	54875	NM_001114395,NM_017738
ENSG00000164244	5	126853301	126890782	1	q23.2	PRRC1	133619	NM_130809
ENSG00000178882	12	124773710	124800570	1	q24.31	FAM101A	144347	NM_181709
ENSG00000140284	15	50474393	50528592	1	q21.2	SLC27A2	11001	NM_001159629,NM_003645
ENSG00000070731	17	74561461	74582145	-1	q25.1	ST6GALNAC2	10610	NM_006456
ENSG00000177556	5	151121877	151152093	-1	q33.1	ATOX1	475	NM_004045
ENSG00000176225	18	67671045	67872962	-1	q22.2	RTTN	25914	NM_173630
ENSG00000176208	17	29158988	29222295	1	q11.2	ATAD5	79915	NM_024857
ENSG00000018189	4	71569921	71673032	1	q13.3	RUFY3	22902	NM_014961,NM_001130709,NM_001037442
ENSG00000152270	11	14665269	14892350	1	p15.2	PDE3B	5140	NM_000922
ENSG00000164237	5	10275987	10308138	-1	p15.2	CMBL	134147	NM_138809
ENSG00000176230	14	20585566	20586597	1	q11.2	OR4K17	390436	NM_001004715
ENSG00000176231	19	16059818	16060768	1	p13.12	OR10H4	126541	NM_001004465
ENSG00000164252	5	76325076	76361059	1	q13.3	AGGF1	55109	NM_018046
ENSG00000164251	5	76114758	76131140	1	q13.3	F2RL1	2150	NM_005242
ENSG00000140297	15	59903983	59913023	1	q22.2	GCNT3	9245	NM_004751
ENSG00000164253	5	76721795	76916436	-1	q14.1	WDR41	55255	NM_018268
ENSG00000140299	15	59951345	59981733	-1	q22.2	BNIP2	663	NM_004330
ENSG00000177565	3	176737143	176915261	-1	q26.32	TBL1XR1	79718	NM_024665
ENSG00000164256	5	23507264	23528706	1	p14.2	PRDM9	56979	NM_020227
ENSG00000188215	16	20869396	20911706	-1	p12.3	DCUN1D3	123879	NM_173475
ENSG00000055118	7	150642049	150675403	-1	q36.1	KCNH2	3757	NM_172056,NM_172057,NM_000238
ENSG00000165583	X	48045656	48056199	-1	p11.23	SSX5	6758	NM_175723,NM_021015
ENSG00000165588	14	57267426	57277187	-1	q22.3	OTX2	5015	NM_172337,NM_021728
ENSG00000164258	5	52856463	52979168	1	q11.2	NDUFS4	4724	NM_002495
ENSG00000178896	8	145133529	145135550	1	q24.3	EXOSC4	54512	NM_019037
ENSG00000176239	11	5344961	5373676	1	p15.4	OR51B6	390058	NM_001004750
ENSG00000176236	10	15137384	15139318	-1	p13	C10orf111	221060	NM_153244
ENSG00000165584	X	48205863	48216142	-1	p11.23	SSX3	10214	NM_175711,NM_021014
ENSG00000070748	10	50817141	50901925	1	q11.23	CHAT	1103	NM_020985,NM_020986,NM_001142929,NM_001142933,NM_001142934,NM_020549,NM_020984
ENSG00000188219	2	131975882	132022965	1	q21.1	null	445582	NM_001083538
ENSG00000188211	11	17373273	17398888	1	p15.1	null	374383	NM_001202439
ENSG00000224383	17	62075711	62081664	1	q23.3	C17orf72	92340	NM_001191031,NM_001191030,NM_001164257,NM_001191029
ENSG00000165591	X	57313139	57515629	1	p11.21	FAAH2	158584	NM_174912
ENSG00000177570	8	119201698	119634234	-1	q24.12	SAMD12	401474	NM_207506,NM_001101676
ENSG00000152284	2	85360533	85537511	1	p11.2	TCF7L1	83439	NM_031283
ENSG00000043143	5	133860003	133918918	1	q31.1	PHF15	23338	NM_015288
ENSG00000069764	16	14766402	14827644	-1	p13.11	PLA2G10	8399	NM_003561
ENSG00000177575	12	7623409	7656489	-1	p13.31	CD163	9332	NM_203416,NM_004244
ENSG00000176246	14	20528204	20529142	1	q11.2	OR4L1	122742	NM_001004717
ENSG00000164265	5	147250245	147261754	1	q32	SCGB3A2	117156	NM_054023
ENSG00000176248	9	140069236	140083012	-1	q34.3	ANAPC2	29882,650621	NM_013366
ENSG00000188227	19	37997841	38034237	1	q13.12	ZNF793	390927	NM_001013659
ENSG00000188229	9	140135665	140138159	1	q34.3	TUBB2C	10383	NM_006088
ENSG00000164266	5	147204131	147211349	-1	q32	SPINK1	6690	NM_003122
ENSG00000068438	X	48334541	48344752	1	p11.23	FTSJ1	24140	NM_177439,NM_012280,NM_177434
ENSG00000188223	19	36239512	36245417	1	q13.12	LIN37	55957	NM_019104
ENSG00000177576	18	47008030	47013601	-1	q21.1	C18orf32	497661	NM_001035005,NM_001199346
ENSG00000070756	8	101698044	101735037	-1	q22.3	PABPC1	26986	NM_002568
ENSG00000176244	10	15119522	15130775	-1	p13	ACBD7	414149	NM_001039844
ENSG00000070759	1	45809555	45956872	-1	p34.1	TESK2	10420	NM_007170
ENSG00000164270	5	147830595	148056798	-1	q32	HTR4	3360	NM_001040169,NM_199453,NM_001040173,NM_000870,NM_001040172
ENSG00000152291	2	85545147	85555548	-1	p11.2	TGOLN2	10618	NM_006464
ENSG00000055130	7	148395006	148498201	1	q36.1	CUL1	8454	NM_003592
ENSG00000176253	14	20502003	20502917	-1	q11.2	OR4K13	390433	NM_001004714
ENSG00000067113	5	54720682	54830878	-1	q11.2	PPAP2A	8611	NM_176895,NM_003711
ENSG00000188234	10	46321042	46349323	-1	q11.22	AGAP4	119016	NM_133446
ENSG00000176256	1	34326076	34330392	1	p35.1	HMGB4	127540	NM_145205
ENSG00000152292	2	85645844	85664152	1	p11.2	SH2D6	284948	NM_198482
ENSG00000070761	16	58147492	58163325	-1	q21	C16orf80	29105	NM_013242
ENSG00000176261	1	33065773	33116504	-1	p35.1	ZBTB8OS	729898,339487	NM_178547
ENSG00000164283	5	54273692	54281491	-1	q11.2	ESM1	11082	NM_001135604,NM_007036
ENSG00000164284	5	148724993	148734146	1	q32	GRPEL2	134266	NM_152407
ENSG00000079101	18	596998	650334	1	p11.32	CLUL1	27098	NM_014410,NM_199167
ENSG00000177595	11	799180	809753	-1	p15.5	LRDD	55367	NM_145886,NM_145887
ENSG00000188242	5	466239	473213	-1	p15.33	null	null	NR_024158
ENSG00000188243	13	76099350	76123575	-1	q22.2	COMMD6	170622	NM_203495,NM_203497
ENSG00000177599	19	11908482	11920437	1	p13.2	ZNF491	126069	NM_152356
ENSG00000176269	8	116049	117043	-1	p23.3	OR4F21	441308	NM_001005504
ENSG00000070770	16	58191811	58231782	-1	q21	CSNK2A2	1459	NM_001896
ENSG00000164287	5	54408799	54469005	-1	q11.2	CDC20B	166979	NM_152623,NM_001170402,NM_001145734
ENSG00000055147	5	153369688	153418496	-1	q33.2	FAM114A2	10827	NM_018691
ENSG00000177596	13	74987094	74993252	-1	q22.1	null	100288208	null
ENSG00000070778	14	88932122	89016966	-1	q31.3	PTPN21	11099	NM_007039
